1994-95,West Ham,0,Coventry,1
1994-95,Aston Villa,1,Sheffield Weds,1
1994-95,Coventry,1,Liverpool,1
1994-95,Ipswich,1,Man City,2
1994-95,Leicester,1,Aston Villa,1
1994-95,Man United,1,Norwich,0
1994-95,Nott'm Forest,2,Arsenal,2
1994-95,Sheffield Weds,1,Crystal Palace,0
1994-95,Southampton,0,Chelsea,1
1994-95,Tottenham,4,Newcastle,2
1994-95,Wimbledon,0,Blackburn,3
1994-95,Everton,3,Leeds,0
1994-95,QPR,2,West Ham,1
1994-95,Aston Villa,0,Everton,0
1994-95,Blackburn,3,Southampton,2
1994-95,Leeds,2,West Ham,2
1994-95,Newcastle,3,Leicester,1
1994-95,Norwich,3,Chelsea,0
1994-95,Nott'm Forest,4,Ipswich,1
1994-95,QPR,2,Man United,3
1994-95,Tottenham,3,Sheffield Weds,1
1994-95,Wimbledon,2,Coventry,0
1994-95,Liverpool,0,Crystal Palace,0
1994-95,Man City,1,Arsenal,2
1994-95,Ipswich,2,Wimbledon,2
1994-95,Arsenal,1,Leeds,3
1994-95,Coventry,0,Newcastle,0
1994-95,Crystal Palace,0,Norwich,1
1994-95,Everton,0,Tottenham,0
1994-95,Leicester,0,Blackburn,0
1994-95,Man United,1,Nott'm Forest,2
1994-95,Sheffield Weds,0,QPR,2
1994-95,West Ham,3,Man City,0
1994-95,Chelsea,0,Liverpool,0
1994-95,Southampton,2,Aston Villa,1
1994-95,Arsenal,0,Aston Villa,0
1994-95,Chelsea,2,Man United,3
1994-95,Coventry,0,Nott'm Forest,0
1994-95,Crystal Palace,0,QPR,0
1994-95,Everton,1,Sheffield Weds,4
1994-95,Leeds,0,Newcastle,0
1994-95,Leicester,1,Liverpool,2
1994-95,Man City,1,Blackburn,3
1994-95,Norwich,0,Tottenham,2
1994-95,Southampton,2,Wimbledon,3
1994-95,West Ham,1,Ipswich,1
1994-95,Nott'm Forest,1,Norwich,0
1994-95,Tottenham,0,Crystal Palace,0
1994-95,Aston Villa,3,Chelsea,0
1994-95,Ipswich,0,Arsenal,2
1994-95,Liverpool,2,Man City,0
1994-95,Man United,1,Leicester,1
